id,image_path,marker,region
24aa4137fabb29df,images/24aa4137fabb29df.jpg,LAG3,CT
10f3548dfb76da05,images/10f3548dfb76da05.jpg,20x,CT
913fc671e5749149,images/913fc671e5749149.jpg,T,IM
7dd4bb63bb057c05,images/7dd4bb63bb057c05.jpg,PD1,IM
531ca566449c907e,images/531ca566449c907e.jpg,CD3,CT
560088cc290fb8e9,images/560088cc290fb8e9.jpg,CD45RO,IM
9ba22978ef4dec9c,images/9ba22978ef4dec9c.jpg,T,IM
8d10b8630bbf0f4a,images/8d10b8630bbf0f4a.jpg,CD8,IM
27eea00cd4105dc0,images/27eea00cd4105dc0.jpg,CD45RO,N
bcc0040a131e3427,images/bcc0040a131e3427.jpg,CD45RO,IM
1db271f67bf61cca,images/1db271f67bf61cca.jpg,CD3,N
7b02ac1e49e040ab,images/7b02ac1e49e040ab.jpg,T,IM
5db7d424f0bf09ef,images/5db7d424f0bf09ef.jpg,CD45RO,IM
619a7d5ba0c21b80,images/619a7d5ba0c21b80.jpg,CD45RO,CT
6d5622ad2ab16f28,images/6d5622ad2ab16f28.jpg,CD45RO,CT
8766dbe470fd4e19,images/8766dbe470fd4e19.jpg,LAG3,IM
ccc8c3a4e520930c,images/ccc8c3a4e520930c.jpg,CD45RO,CT
1c9aca142f3d642c,images/1c9aca142f3d642c.jpg,T,IM
21fc1b9ca6155312,images/21fc1b9ca6155312.jpg,T,IM
ada009ffb743f9f3,images/ada009ffb743f9f3.jpg,CD8,IM
28bc6b0b84899831,images/28bc6b0b84899831.jpg,CD45RO,CT
0f42c52ff49d596d,images/0f42c52ff49d596d.jpg,CD8,IM
cebbbad4114fe5b8,images/cebbbad4114fe5b8.jpg,T,IM
6b2eb63f2039fe56,images/6b2eb63f2039fe56.jpg,T,IM
2cb0a9ce9e5b9626,images/2cb0a9ce9e5b9626.jpg,LAG3,CT
c1c9967af0bb0526,images/c1c9967af0bb0526.jpg,LAG3,IM
bf58d84ddb02324a,images/bf58d84ddb02324a.jpg,T,IM
24f4efe3120fa6b6,images/24f4efe3120fa6b6.jpg,LAG3,CT
f22f58dc44e18fca,images/f22f58dc44e18fca.jpg,CD8,CT
7f4488eff3eff479,images/7f4488eff3eff479.jpg,CD45RO,IM
1324cf19ab2432b1,images/1324cf19ab2432b1.jpg,CD8,N
2657f708629b46ef,images/2657f708629b46ef.jpg,CD8,CT
b365a84e69f6147b,images/b365a84e69f6147b.jpg,CD8,N
f28c5d661682d064,images/f28c5d661682d064.jpg,20x,CT
99c186651b09b84d,images/99c186651b09b84d.jpg,CD45RO,IM
9e6dde80de80db64,images/9e6dde80de80db64.jpg,PD1,IM
9980b17609dc1af5,images/9980b17609dc1af5.jpg,CD45RO,IM
0621af2c6f032a9d,images/0621af2c6f032a9d.jpg,T,IM
0e4e6fcdbbfd1d33,images/0e4e6fcdbbfd1d33.jpg,CD45RO,CT
ef004c0caad828f2,images/ef004c0caad828f2.jpg,CD45RO,IM
68c78d0f7d0c18ac,images/68c78d0f7d0c18ac.jpg,20x,IM
d9c72e0dff8ec9da,images/d9c72e0dff8ec9da.jpg,PD1,IM
5b087b0d2f2d2d50,images/5b087b0d2f2d2d50.jpg,CD3,N
6cfc85f9014c55a6,images/6cfc85f9014c55a6.jpg,CD8,IM
201c25e2ff65b11d,images/201c25e2ff65b11d.jpg,CD3,IM
7fcbbf0f8bdbd6a8,images/7fcbbf0f8bdbd6a8.jpg,T,IM
a24ad01be5cad825,images/a24ad01be5cad825.jpg,CD8,IM
2b06e660beb73a0a,images/2b06e660beb73a0a.jpg,PD1,IM
26abc8e5bd766c4c,images/26abc8e5bd766c4c.jpg,LAG3,CT
9d83063f3a91ba10,images/9d83063f3a91ba10.jpg,LAG3,CT
2f606bf2d2e40244,images/2f606bf2d2e40244.jpg,20x,CT
93c35212a917a297,images/93c35212a917a297.jpg,20x,CT
cc35394adcc66ba8,images/cc35394adcc66ba8.jpg,CD8,IM
1de4857ae112449d,images/1de4857ae112449d.jpg,CD3,IM
1329880aaac9b7fc,images/1329880aaac9b7fc.jpg,T,IM
8dd5efa5bc8bb9c5,images/8dd5efa5bc8bb9c5.jpg,T,IM
a5522313541f055c,images/a5522313541f055c.jpg,CD45RO,CT
6b222d7acca66696,images/6b222d7acca66696.jpg,CD3,IM
e1b2b97836b37e31,images/e1b2b97836b37e31.jpg,T,IM
e4f4430ca3d784fe,images/e4f4430ca3d784fe.jpg,PD1,IM
53219387fc69320a,images/53219387fc69320a.jpg,LAG3,CT
d3a9ea36766581f5,images/d3a9ea36766581f5.jpg,CD3,IM
fd17b331013a3361,images/fd17b331013a3361.jpg,CD45RO,IM
b7f9c546ab33337f,images/b7f9c546ab33337f.jpg,LAG3,CT
024506da1a8a52ae,images/024506da1a8a52ae.jpg,CD3,CT
728d25694ffaed4d,images/728d25694ffaed4d.jpg,CD45RO,CT
ac528a6049778404,images/ac528a6049778404.jpg,T,IM
6d77ee09337c1446,images/6d77ee09337c1446.jpg,PD1,IM
6e3302c4e1b1073d,images/6e3302c4e1b1073d.jpg,LAG3,IM
2b8baa8d26077b80,images/2b8baa8d26077b80.jpg,20x,IM
04918c3541c49ae7,images/04918c3541c49ae7.jpg,20x,IM
228456a1a856c61b,images/228456a1a856c61b.jpg,CD3,CT
74b936fea734750e,images/74b936fea734750e.jpg,CD3,CT
7c4f5ffaae03b489,images/7c4f5ffaae03b489.jpg,PD1,IM
e61c8d68425fdd74,images/e61c8d68425fdd74.jpg,CD8,IM
2f6abc12d230f253,images/2f6abc12d230f253.jpg,PD1,IM
db5ba13ff3f8a371,images/db5ba13ff3f8a371.jpg,20x,IM
80913a18e0802cd1,images/80913a18e0802cd1.jpg,LAG3,CT
527aa3869fcb4071,images/527aa3869fcb4071.jpg,PD1,CT
df2ffbc04b3b0027,images/df2ffbc04b3b0027.jpg,CD3,IM
42a0f0aa3691e535,images/42a0f0aa3691e535.jpg,LAG1,IM
d07ed327e2898ec6,images/d07ed327e2898ec6.jpg,20x,IM
ac11eecce7f69b1e,images/ac11eecce7f69b1e.jpg,CD3,IM
62e31a4620537086,images/62e31a4620537086.jpg,20x,CT
a809f45837a8d892,images/a809f45837a8d892.jpg,CD8,N
81895b8a505d265a,images/81895b8a505d265a.jpg,LAG3,CT
2669d0331ba7bf8d,images/2669d0331ba7bf8d.jpg,20x,CT
eea1879233cae337,images/eea1879233cae337.jpg,T,IM
b5f08a93fb854215,images/b5f08a93fb854215.jpg,CD45RO,CT
fb492a0cf72c07d3,images/fb492a0cf72c07d3.jpg,LAG3,CT
6997e8e35f51ebdc,images/6997e8e35f51ebdc.jpg,PD1,IM
9a133dcac3b8e473,images/9a133dcac3b8e473.jpg,CD45RO,IM
2f916bb4f8fc9c7c,images/2f916bb4f8fc9c7c.jpg,T,IM
1ad22ff54bc7e21a,images/1ad22ff54bc7e21a.jpg,T,IM
60b3fdf78f74c702,images/60b3fdf78f74c702.jpg,PD1,CT
74c91fe721a7558e,images/74c91fe721a7558e.jpg,T,IM
c4a96e6ff6a62d30,images/c4a96e6ff6a62d30.jpg,LAG3,IM
136ebfbabc5ecf67,images/136ebfbabc5ecf67.jpg,20x,CT
deb7c86444e47114,images/deb7c86444e47114.jpg,PD1,IM
fb26f2e8d1c1a3df,images/fb26f2e8d1c1a3df.jpg,CD8,CT
4289948fdec116bb,images/4289948fdec116bb.jpg,20x,IM
8b0510076801c9dd,images/8b0510076801c9dd.jpg,PD1,IM
07f1c618109718c1,images/07f1c618109718c1.jpg,CD45RO,CT
bb268dad009c13e8,images/bb268dad009c13e8.jpg,20x,CT
160694a40ba8ddac,images/160694a40ba8ddac.jpg,PD1,CT
ffea4bc34de565dd,images/ffea4bc34de565dd.jpg,CD45RO,CT
ce57f17753f48bcd,images/ce57f17753f48bcd.jpg,CD45RO,N
2bbcceb2f5f34717,images/2bbcceb2f5f34717.jpg,CD8,IM
b4fe3209da945b1a,images/b4fe3209da945b1a.jpg,CD8,CT
e95f280b93898cfd,images/e95f280b93898cfd.jpg,CD45RO,IM
9c96c5080852ebd7,images/9c96c5080852ebd7.jpg,CD8,CT
fe12c14ceeaec425,images/fe12c14ceeaec425.jpg,20x,CT
35a57d8fecfdd4f8,images/35a57d8fecfdd4f8.jpg,CD45RO,IM
ad5b52c7f5f7f7bc,images/ad5b52c7f5f7f7bc.jpg,PD1,CT
233ba48ebea9e277,images/233ba48ebea9e277.jpg,CD8,CT
89dc46e66c1781b6,images/89dc46e66c1781b6.jpg,PD1,IM
a485b915db2260c2,images/a485b915db2260c2.jpg,LAG3,CT
be584f5e1c98ab77,images/be584f5e1c98ab77.jpg,20x,CT
7a9e2df9f1ab0ed4,images/7a9e2df9f1ab0ed4.jpg,CD8,CT
89a58720e1f62a26,images/89a58720e1f62a26.jpg,CD45RO,N
411311800177322d,images/411311800177322d.jpg,CD3,N
7327a2c39f7c4b4a,images/7327a2c39f7c4b4a.jpg,CD8,CT
fdfb295e068fda14,images/fdfb295e068fda14.jpg,20x,IM
0f2256ebc391c662,images/0f2256ebc391c662.jpg,CD45RO,CT
82442c7fe67192ef,images/82442c7fe67192ef.jpg,T,IM
73b609da4e0fe7aa,images/73b609da4e0fe7aa.jpg,20x,CT
834bd676fda3c4a8,images/834bd676fda3c4a8.jpg,PD1,IM
b07ec0f03eb89833,images/b07ec0f03eb89833.jpg,CD3,N
61aae4f7db37a321,images/61aae4f7db37a321.jpg,CD8,IM
5c088fa8f3d48a34,images/5c088fa8f3d48a34.jpg,T,IM
c9678d4d6af32202,images/c9678d4d6af32202.jpg,T,IM
fe95bb9d259020c8,images/fe95bb9d259020c8.jpg,CD3,CT
36ce56bca6c35c29,images/36ce56bca6c35c29.jpg,20x,IM
1ccba5b0852cef6a,images/1ccba5b0852cef6a.jpg,20x,IM
7f5c6a27dfe87de2,images/7f5c6a27dfe87de2.jpg,T,IM
27c83ba357f86adf,images/27c83ba357f86adf.jpg,T,IM
0086f1af27ce51f3,images/0086f1af27ce51f3.jpg,PD1,CT
a1157d3fb2386ddc,images/a1157d3fb2386ddc.jpg,CD45RO,CT
52be7e2f8886862e,images/52be7e2f8886862e.jpg,PD1,IM
ec2d3cc00e87844f,images/ec2d3cc00e87844f.jpg,CD8,IM
9db2418ab9eaa528,images/9db2418ab9eaa528.jpg,CD45RO,CT
68accaaedbce868a,images/68accaaedbce868a.jpg,LAG3,IM
40356e84aebe90e3,images/40356e84aebe90e3.jpg,CD3,CT
59515ef9fd25ada2,images/59515ef9fd25ada2.jpg,T,IM
4373ccbe104a1864,images/4373ccbe104a1864.jpg,CD3,CT
3576c770bf7e6bbb,images/3576c770bf7e6bbb.jpg,T,IM
28f9a1f512833c68,images/28f9a1f512833c68.jpg,CD45RO,IM
63c451eb97add42e,images/63c451eb97add42e.jpg,LAG3,IM
bd14a00871e7e81d,images/bd14a00871e7e81d.jpg,20x,IM
1231b991979b3a63,images/1231b991979b3a63.jpg,CD3,CT
9f86c8b2aeb1c4a5,images/9f86c8b2aeb1c4a5.jpg,CD8,CT
f9f88e69d2eb276e,images/f9f88e69d2eb276e.jpg,CD3,IM
2a015d649a6f51de,images/2a015d649a6f51de.jpg,CD8,N
d9c1c255b06d2140,images/d9c1c255b06d2140.jpg,CD3,N
e2232419e01b4421,images/e2232419e01b4421.jpg,LAG3,CT
45f72f044a33310a,images/45f72f044a33310a.jpg,20x,CT
5a236a7bad8548b5,images/5a236a7bad8548b5.jpg,CD3,IM
7b6e1944fb3d87c3,images/7b6e1944fb3d87c3.jpg,CD8,N
7757c632e20428ec,images/7757c632e20428ec.jpg,CD8,IM
4e346b9f46a37fd9,images/4e346b9f46a37fd9.jpg,20x,CT
ae27adf35001325c,images/ae27adf35001325c.jpg,CD3,IM
df7b710ec6012497,images/df7b710ec6012497.jpg,LAG3,CT
b2df26e92fe3375d,images/b2df26e92fe3375d.jpg,CD3,IM
b1b27d336bb59559,images/b1b27d336bb59559.jpg,CD45RO,IM
789cc529a0d1ea3c,images/789cc529a0d1ea3c.jpg,T,IM
4aab2ca333720708,images/4aab2ca333720708.jpg,LAG3,IM
98fb675d1732003f,images/98fb675d1732003f.jpg,CD8,N
6c7c3e815737900b,images/6c7c3e815737900b.jpg,CD3,IM
69b7d037785f0fdb,images/69b7d037785f0fdb.jpg,LAG3,IM
cfcb9e0fad5a4b23,images/cfcb9e0fad5a4b23.jpg,CD45RO,CT
1fdfef927fb78dbe,images/1fdfef927fb78dbe.jpg,T,IM
a556f10b035cba47,images/a556f10b035cba47.jpg,20x,IM
66427eeed7086a63,images/66427eeed7086a63.jpg,20x,IM
21b0795c0d315df7,images/21b0795c0d315df7.jpg,PD1,IM
d00e668a64845456,images/d00e668a64845456.jpg,CD45RO,CT
6ba60d6a7d07b503,images/6ba60d6a7d07b503.jpg,20x,IM
ec3aa32a86554dae,images/ec3aa32a86554dae.jpg,LAG3,IM
a791dce52abec120,images/a791dce52abec120.jpg,20x,IM
e41b61a226966c7a,images/e41b61a226966c7a.jpg,LAG3,IM
4fc3ea6c3f3b7fc6,images/4fc3ea6c3f3b7fc6.jpg,PD1,IM
9004b822a592cd42,images/9004b822a592cd42.jpg,CD45RO,N
3038e80c1ccbc3c4,images/3038e80c1ccbc3c4.jpg,CD8,N
8d8eb743ab00ed1e,images/8d8eb743ab00ed1e.jpg,20x,CT
274e832cd999d1e7,images/274e832cd999d1e7.jpg,CD45RO,CT
5eab8926d0f852ab,images/5eab8926d0f852ab.jpg,CD45RO,CT
939913a91033d0ed,images/939913a91033d0ed.jpg,20x,CT
6526be8904128c05,images/6526be8904128c05.jpg,PD1,CT
0e0ef748fbcccec1,images/0e0ef748fbcccec1.jpg,LAG3,CT
a6bee64f50ad06f2,images/a6bee64f50ad06f2.jpg,20x,IM
64bd4e82938fb152,images/64bd4e82938fb152.jpg,CD45RO,IM
da1dd55d3d3705eb,images/da1dd55d3d3705eb.jpg,20x,IM
f61a318a633c7279,images/f61a318a633c7279.jpg,LAG3,CT
d41d9d26f8aaf9b9,images/d41d9d26f8aaf9b9.jpg,PD1,CT
32dd6af4245d400e,images/32dd6af4245d400e.jpg,CD8,IM
2bfe31047095da68,images/2bfe31047095da68.jpg,T,IM
7306c23701ffcaca,images/7306c23701ffcaca.jpg,CD45RO,CT
3b34f72f7c2e8737,images/3b34f72f7c2e8737.jpg,CD8,CT
88afd803113da31d,images/88afd803113da31d.jpg,T,IM
71ef8b0a45c286e3,images/71ef8b0a45c286e3.jpg,T,IM
d3e3d386662b7abb,images/d3e3d386662b7abb.jpg,20x,CT
f408454a8903cd98,images/f408454a8903cd98.jpg,CD8,CT
06a7c06d2208768e,images/06a7c06d2208768e.jpg,CD3,N
d8faa15d3bec6463,images/d8faa15d3bec6463.jpg,T,IM
1f1dffacbf0487d2,images/1f1dffacbf0487d2.jpg,CD8,IM
327c27b25576788f,images/327c27b25576788f.jpg,CD45RO,CT
ccde27b27eeeecd3,images/ccde27b27eeeecd3.jpg,CD3,IM
181f703857d933a9,images/181f703857d933a9.jpg,LAG3,CT
a7d656bfd787e0a0,images/a7d656bfd787e0a0.jpg,CD8,CT
e279babb0e9b4d51,images/e279babb0e9b4d51.jpg,T,IM
f5e47d4b28e04ea6,images/f5e47d4b28e04ea6.jpg,CD8,CT
26dabf06a6b1d44a,images/26dabf06a6b1d44a.jpg,CD8,IM
5e475acad03a1689,images/5e475acad03a1689.jpg,CD45RO,CT
737bca88e2393191,images/737bca88e2393191.jpg,T,IM
9f26c19dfdf4208d,images/9f26c19dfdf4208d.jpg,PD1,IM
86a763a1d8cf6c04,images/86a763a1d8cf6c04.jpg,PD1,CT
b11f4ca580376367,images/b11f4ca580376367.jpg,CD8,N
408ae25afc57e1bd,images/408ae25afc57e1bd.jpg,CD8,CT
03e74b634cb0183f,images/03e74b634cb0183f.jpg,20x,CT
5ea3df21646ebe7a,images/5ea3df21646ebe7a.jpg,CD3,N
6688f392c9507e90,images/6688f392c9507e90.jpg,LAG3,CT
bcb107fe7327aada,images/bcb107fe7327aada.jpg,CD8,N
31df20661bebead3,images/31df20661bebead3.jpg,CD45RO,CT
ff731b4bfb35be6a,images/ff731b4bfb35be6a.jpg,CD3,CT
afa3d52aa4df5be0,images/afa3d52aa4df5be0.jpg,HE,CT
c3356dc7856d5790,images/c3356dc7856d5790.jpg,PD1,IM
48f31f9804665059,images/48f31f9804665059.jpg,T,IM
b502d66f0d29957b,images/b502d66f0d29957b.jpg,T,IM
d128f385e08ccbae,images/d128f385e08ccbae.jpg,PD1,IM
84ff5ceca1007bdb,images/84ff5ceca1007bdb.jpg,T,IM
51c3d20bdc00446e,images/51c3d20bdc00446e.jpg,CD8,IM
db3a244fbdaa3bc2,images/db3a244fbdaa3bc2.jpg,CD8,IM
bbe7ee3970389c3d,images/bbe7ee3970389c3d.jpg,PD1,CT
00f70ae732c93cd8,images/00f70ae732c93cd8.jpg,20x,IM
e63bc422bd26b15f,images/e63bc422bd26b15f.jpg,CD8,IM
4004c8e8b9726078,images/4004c8e8b9726078.jpg,PD1,CT
fd90bd960b44347a,images/fd90bd960b44347a.jpg,CD3,N
6e04991700e7b7e0,images/6e04991700e7b7e0.jpg,CD3,IM
37d519607a962bf0,images/37d519607a962bf0.jpg,20x,CT
155199c13075d48e,images/155199c13075d48e.jpg,CD8,CT
1edc3a0357ab2473,images/1edc3a0357ab2473.jpg,T,IM
dc70c3b828cbf959,images/dc70c3b828cbf959.jpg,T,IM
8a20c2a7ba4cbc00,images/8a20c2a7ba4cbc00.jpg,LAG3,IM
b2b1e49685ab164c,images/b2b1e49685ab164c.jpg,20x,IM
df6a4e6b914e1228,images/df6a4e6b914e1228.jpg,CD45RO,IM
ca167a3c335fc4df,images/ca167a3c335fc4df.jpg,CD45RO,CT
f8de03e4aac02b84,images/f8de03e4aac02b84.jpg,PD1,IM
f33a52a5eb75c771,images/f33a52a5eb75c771.jpg,CD45RO,IM
9398be7519b30b22,images/9398be7519b30b22.jpg,CD3,IM
e527178b1abf8a19,images/e527178b1abf8a19.jpg,CD45RO,IM
49ad71026d69c24d,images/49ad71026d69c24d.jpg,CD45RO,IM
08b7b5d439819c71,images/08b7b5d439819c71.jpg,20x,CT
23bdee64cb3cf309,images/23bdee64cb3cf309.jpg,PD1,CT
83d6d25426495dca,images/83d6d25426495dca.jpg,CD3,IM
ed916045e887da77,images/ed916045e887da77.jpg,CD8,IM
4420544e03c95964,images/4420544e03c95964.jpg,CD8,CT
e15ef6e3c9d411a9,images/e15ef6e3c9d411a9.jpg,PD1,CT
c66bd0fb3d7402df,images/c66bd0fb3d7402df.jpg,LAG3,CT
6f53ab68ca3e32a6,images/6f53ab68ca3e32a6.jpg,CD3,IM
889f8e0c31f819f9,images/889f8e0c31f819f9.jpg,LAG3,IM
049752d4b9613d38,images/049752d4b9613d38.jpg,CD3,N
f3d6e7b517c4ac2c,images/f3d6e7b517c4ac2c.jpg,CD3,N
1914d432d6613245,images/1914d432d6613245.jpg,LAG3,CT
42a3af40a4ff9c94,images/42a3af40a4ff9c94.jpg,20x,IM
e753565a8514a384,images/e753565a8514a384.jpg,LAG3,CT
c2e81a4e13632567,images/c2e81a4e13632567.jpg,T,IM
478dfd966df29329,images/478dfd966df29329.jpg,T,IM
de90f8cecd81f3fa,images/de90f8cecd81f3fa.jpg,PD1,CT
1d4cfb361dd9ad4c,images/1d4cfb361dd9ad4c.jpg,CD3,IM
fddc5f5e04720f30,images/fddc5f5e04720f30.jpg,CD8,CT
bcf295899f313d69,images/bcf295899f313d69.jpg,CD3,CT
1592fc02e4d03b45,images/1592fc02e4d03b45.jpg,CD3,N
76ded12186d5c38f,images/76ded12186d5c38f.jpg,LAG3,IM
5d9f17a9e58302b7,images/5d9f17a9e58302b7.jpg,PD1,CT
f6dc9e4d9ead3a4f,images/f6dc9e4d9ead3a4f.jpg,CD3,CT
1bd5dc22f16e05f7,images/1bd5dc22f16e05f7.jpg,LAG3,CT
dde09762ba23d8e0,images/dde09762ba23d8e0.jpg,LAG3,CT
4e233ddac71b985c,images/4e233ddac71b985c.jpg,CD8,N
6f54eab8a078b0b4,images/6f54eab8a078b0b4.jpg,T,IM
6ea43ce50b98ecf8,images/6ea43ce50b98ecf8.jpg,20x,CT
f9017dcb37f3354a,images/f9017dcb37f3354a.jpg,T,IM
949325cbc037ec29,images/949325cbc037ec29.jpg,PD1,IM
f6786ec242470846,images/f6786ec242470846.jpg,20x,CT
5a1216df4326aca7,images/5a1216df4326aca7.jpg,20x,CT
53331d69c1b1bf43,images/53331d69c1b1bf43.jpg,20x,IM
814adf24b741a782,images/814adf24b741a782.jpg,CD3,IM
cce11ae63c331cf3,images/cce11ae63c331cf3.jpg,CD3,IM
baafb5a445fe7de7,images/baafb5a445fe7de7.jpg,CD3,CT
6215a157c307db12,images/6215a157c307db12.jpg,20x,IM
778211d11e535ec3,images/778211d11e535ec3.jpg,CD45RO,IM
2e64c095d777d618,images/2e64c095d777d618.jpg,LAG3,CT
6fa965d6e3291979,images/6fa965d6e3291979.jpg,T,IM
42e416afc4711f04,images/42e416afc4711f04.jpg,20x,CT
af546c40ef9bd35e,images/af546c40ef9bd35e.jpg,LAG3,CT
8441c471d9a479d1,images/8441c471d9a479d1.jpg,T,IM
e0fdd9affe21fbfa,images/e0fdd9affe21fbfa.jpg,T,IM
f8218f4a8fea6bb2,images/f8218f4a8fea6bb2.jpg,CD45RO,IM
8f5fd4b14803babb,images/8f5fd4b14803babb.jpg,CD8,CT
c6ae8c0e174713e1,images/c6ae8c0e174713e1.jpg,PD1,IM
69ef19173b041505,images/69ef19173b041505.jpg,CD45RO,IM
5fc40ab4b24fff9b,images/5fc40ab4b24fff9b.jpg,CD45RO,N
315a59050b6695e6,images/315a59050b6695e6.jpg,CD8,CT
c36885695f40c2b1,images/c36885695f40c2b1.jpg,T,IM
ea5bb33353eab4b4,images/ea5bb33353eab4b4.jpg,CD8,IM
42d37ef07bc4e470,images/42d37ef07bc4e470.jpg,20x,CT
77cff11b3da2f306,images/77cff11b3da2f306.jpg,CD45RO,IM
f2dddd5a5783afd8,images/f2dddd5a5783afd8.jpg,T,IM
3e151e0bf19e6b01,images/3e151e0bf19e6b01.jpg,CD3,N
d733f177dfa5651b,images/d733f177dfa5651b.jpg,PD1,IM
eb1923d5b09194e6,images/eb1923d5b09194e6.jpg,CD8,N
7a115d079474d514,images/7a115d079474d514.jpg,CD8,CT
bbef3c031f3cb109,images/bbef3c031f3cb109.jpg,20x,CT
db3b068ecdaf6da1,images/db3b068ecdaf6da1.jpg,CD45RO,N
dbd894a493bc462f,images/dbd894a493bc462f.jpg,CD8,N
00e0bf1808200fe1,images/00e0bf1808200fe1.jpg,CD3,N
41165533010e378f,images/41165533010e378f.jpg,CD3,CT
7eb376580d85ef86,images/7eb376580d85ef86.jpg,CD3,CT
ed526f48fffe9cef,images/ed526f48fffe9cef.jpg,PD1,IM
b5c4309bd2440e83,images/b5c4309bd2440e83.jpg,CD3,IM
7567bd354e65efd1,images/7567bd354e65efd1.jpg,CD3,IM
4084a906e257c307,images/4084a906e257c307.jpg,CD8,CT
659e79671a6b944f,images/659e79671a6b944f.jpg,20x,CT
100fd469c2a44208,images/100fd469c2a44208.jpg,CD8,IM
7133dc0875a2380b,images/7133dc0875a2380b.jpg,CD3,CT
cb2b96fb06f3ac05,images/cb2b96fb06f3ac05.jpg,LAG3,CT
fa63f563dbe0e227,images/fa63f563dbe0e227.jpg,PD1,IM
099801a020131cc6,images/099801a020131cc6.jpg,PD1,IM
82aa91b46236cbe0,images/82aa91b46236cbe0.jpg,CD3,CT
6312ba94e992932c,images/6312ba94e992932c.jpg,CD8,CT
60f7552488a2fa0b,images/60f7552488a2fa0b.jpg,CD3,IM
85cbdcdbe14c2e4b,images/85cbdcdbe14c2e4b.jpg,LAG3,IM
88016d68d20ae1cc,images/88016d68d20ae1cc.jpg,PD1,CT
4fec8e8f0a026ddc,images/4fec8e8f0a026ddc.jpg,LAG3,IM
be97099e0721d2a0,images/be97099e0721d2a0.jpg,T,IM
66a3ff8cfcbfe9c5,images/66a3ff8cfcbfe9c5.jpg,20x,IM
56e94265948c767c,images/56e94265948c767c.jpg,T,IM
45841031f78ef126,images/45841031f78ef126.jpg,PD1,CT
12250a3d86a86b50,images/12250a3d86a86b50.jpg,LAG3,CT
70516fb1b22d409b,images/70516fb1b22d409b.jpg,T,IM
b306f61010f95b96,images/b306f61010f95b96.jpg,T,IM
3ca7a397caca0fc7,images/3ca7a397caca0fc7.jpg,T,IM
0119d2238a110ef1,images/0119d2238a110ef1.jpg,20x,CT
ba5e683452d5a8b3,images/ba5e683452d5a8b3.jpg,CD8,IM
d4a33703dd191fbd,images/d4a33703dd191fbd.jpg,CD45RO,IM
ffbed3ccd17ca602,images/ffbed3ccd17ca602.jpg,LAG3,IM
9c782167a11a719b,images/9c782167a11a719b.jpg,PD1,CT
0d5a13c1830cd45a,images/0d5a13c1830cd45a.jpg,CD3,CT
6ad4256f505b991d,images/6ad4256f505b991d.jpg,T,IM
60627411502cdec1,images/60627411502cdec1.jpg,CD45RO,IM
cb85a1ee177e976d,images/cb85a1ee177e976d.jpg,CD8,CT
76f44f750dc93f67,images/76f44f750dc93f67.jpg,20x,IM
08311ad16a15cc0d,images/08311ad16a15cc0d.jpg,PD1,IM
a13c99b4a3e4bcf5,images/a13c99b4a3e4bcf5.jpg,CD3,IM
f2d3c7473a780625,images/f2d3c7473a780625.jpg,T,IM
d20c8667a9898461,images/d20c8667a9898461.jpg,CD45RO,CT
3a5595a7d4769745,images/3a5595a7d4769745.jpg,CD8,IM
c5ca4d1c723955b4,images/c5ca4d1c723955b4.jpg,CD3,IM
b6e60544446f4c00,images/b6e60544446f4c00.jpg,T,IM
f6dc85af91a1501d,images/f6dc85af91a1501d.jpg,CD45RO,CT
eccbe984c9a4c135,images/eccbe984c9a4c135.jpg,LAG3,IM
2b9d947be9b5174e,images/2b9d947be9b5174e.jpg,20x,CT
c96346d1be75f017,images/c96346d1be75f017.jpg,CD45RO,CT
f3eb8f612a7afccb,images/f3eb8f612a7afccb.jpg,PD1,IM
2e4c411c035a4294,images/2e4c411c035a4294.jpg,CD3,CT
149be61b338f79ae,images/149be61b338f79ae.jpg,20x,IM
c027b0ca74d902d3,images/c027b0ca74d902d3.jpg,CD8,IM
fb68cbd430f82edf,images/fb68cbd430f82edf.jpg,PD1,IM
e902649c9fe789f1,images/e902649c9fe789f1.jpg,T,IM
c76d5fdf70b4beb7,images/c76d5fdf70b4beb7.jpg,T,IM
a1a2f0280c4a79cd,images/a1a2f0280c4a79cd.jpg,PD1,CT
af65861d1d758997,images/af65861d1d758997.jpg,CD3,IM
02aeb907a98dcc79,images/02aeb907a98dcc79.jpg,CD8,IM
826ab0ee3100e39e,images/826ab0ee3100e39e.jpg,CD3,IM
d4fc81b9a192e88c,images/d4fc81b9a192e88c.jpg,CD45RO,N
a4508d1005d4caf4,images/a4508d1005d4caf4.jpg,CD3,IM
124b3c5715cd8a8c,images/124b3c5715cd8a8c.jpg,T,IM
8aa0bac37d5fecc8,images/8aa0bac37d5fecc8.jpg,PD1,IM
11c69172a86a563f,images/11c69172a86a563f.jpg,LAG3,IM
cfaee33c6ef780f4,images/cfaee33c6ef780f4.jpg,CD3,CT
95eff75cbf8f351b,images/95eff75cbf8f351b.jpg,CD8,IM
9f5b1f2c54733fc6,images/9f5b1f2c54733fc6.jpg,CD45RO,CT
75045abbd67bccc3,images/75045abbd67bccc3.jpg,20x,IM
81cf4b1a4b0ec88b,images/81cf4b1a4b0ec88b.jpg,CD3,IM
2c697f1ea017130f,images/2c697f1ea017130f.jpg,20x,CT
6119cc6f237a2e43,images/6119cc6f237a2e43.jpg,LAG3,CT
4f0935ce5906b7b2,images/4f0935ce5906b7b2.jpg,T,IM
